method,source_gene,target_gene,f_score_mean,recall_mean
meandifference,AATF,ABCE1,0.22315653374547126,0.0
meandifference,AATF,ABCF1,0.1718929747331462,0.0
meandifference,AATF,ACIN1,0.1344652324243679,0.0
meandifference,AATF,ACTB,0.12028120217819335,0.0
meandifference,AATF,ACTR2,0.13022603737283864,0.0
meandifference,AATF,AHCTF1,0.1203920444698941,0.0
meandifference,AATF,ALYREF,0.15865140152385565,0.0
meandifference,AATF,ANAPC15,0.0903721163396867,0.0
meandifference,AATF,ANKRD11,0.12481141749940455,0.0
meandifference,AATF,AP2M1,0.33243345845449684,0.0
meandifference,AATF,ARCN1,0.16571027031364854,0.0
meandifference,AATF,ARGLU1,0.19373523336608933,0.0
meandifference,AATF,ARPC2,0.27969191513905584,0.0
meandifference,AATF,ARPC4,0.25188684152400725,0.0
meandifference,AATF,ATP6V0B,0.283334189723242,0.0
meandifference,AATF,BANF1,0.11188726688303395,0.0
meandifference,AATF,BDP1,0.1712000564861617,0.0
meandifference,AATF,BOP1,0.3837707218836217,1.0
meandifference,AATF,BRK1,0.22043695387096204,0.0
meandifference,AATF,BUB1,0.1501320175414117,0.0
meandifference,AATF,BUB3,0.27666692827451944,0.0
meandifference,AATF,C19orf53,0.17328056828479635,0.0
meandifference,AATF,C1QBP,0.1486187659762049,0.0
meandifference,AATF,C9orf16,0.3864805988887813,0.0
meandifference,AATF,C9orf78,0.19201006740575666,0.0
meandifference,AATF,CCT2,0.3582109085181015,0.0
meandifference,AATF,CCT3,0.2713898416337551,0.0
meandifference,AATF,CCT4,0.2799227233002649,0.0
meandifference,AATF,CCT7,0.2533442918569449,0.0
meandifference,AATF,CDC27,0.18227659221267534,0.0
meandifference,AATF,CDC37,0.19367643862034645,0.0
meandifference,AATF,CDK1,0.08960627519916364,0.0
meandifference,AATF,CHEK1,0.2684916721339593,0.0
meandifference,AATF,CHORDC1,0.23938404940894775,0.0
meandifference,AATF,CIAO1,0.2490111349221443,0.0
meandifference,AATF,CKAP5,0.1572995694454884,0.0
meandifference,AATF,CLTC,0.13697031747070734,0.0
meandifference,AATF,CNOT1,0.2250247084142778,0.0
meandifference,AATF,COPS6,0.27634038687752394,0.0
meandifference,AATF,COPZ1,0.1443063020291744,0.0
meandifference,AATF,COX7C,0.09513261662257595,0.0
meandifference,AATF,CPSF3,0.1284696672339967,0.0
meandifference,AATF,CSE1L,0.2153376295616162,0.0
meandifference,AATF,CSNK1A1,0.2698486630519764,0.0
meandifference,AATF,CYCS,0.12314973413480206,0.0
meandifference,AATF,DCUN1D5,0.2382526912568399,0.0
meandifference,AATF,DDX24,0.12545620901400611,1.0
meandifference,AATF,DDX46,0.1857245586600079,0.0
meandifference,AATF,DDX5,0.08358061447899605,0.0
meandifference,AATF,DENR,0.2405317530167982,0.0
meandifference,AATF,DHX15,0.1295551353496993,1.0
meandifference,AATF,DHX36,0.39899031362873594,0.0
meandifference,AATF,DLD,0.18792052874641124,0.0
meandifference,AATF,DNAJA1,0.30734274266386186,0.0
meandifference,AATF,DNAJC19,0.2605352787319845,0.0
meandifference,AATF,DNAJC8,0.17872100729918317,0.0
meandifference,AATF,DNMT1,0.19762911166196695,0.0
meandifference,AATF,DNTTIP2,0.1149364253429358,1.0
meandifference,AATF,DRAP1,0.536972403433899,0.0
meandifference,AATF,DYNC1H1,0.18306704604297674,0.0
meandifference,AATF,DYNC1I2,0.17686286009674101,0.0
meandifference,AATF,EEF1G,0.2012703384852249,0.0
meandifference,AATF,EEF2,0.16757860529950797,0.0
meandifference,AATF,EGLN2,0.18775817494968433,0.0
meandifference,AATF,EIF2B5,0.19909068667900637,0.0
meandifference,AATF,EIF2S1,0.2880171827763919,0.0
meandifference,AATF,EIF3A,0.15356233149222875,0.0
meandifference,AATF,EIF3D,0.2638570098164498,0.0
meandifference,AATF,EIF3E,0.12023557780693034,0.0
meandifference,AATF,EIF3H,0.14547165834871706,0.0
meandifference,AATF,EIF3M,0.21896912749001635,0.0
meandifference,AATF,EIF4E,0.23506922344885411,0.0
meandifference,AATF,EIF4G1,0.1226674440219898,0.0
meandifference,AATF,EIF4G2,0.18443966340426626,0.0
meandifference,AATF,EIF5,0.5595241485401288,0.0
meandifference,AATF,EXOC3,0.14439536593880425,0.0
meandifference,AATF,GAPDH,0.1090769814816897,0.0
meandifference,AATF,GARS,0.182507108156313,0.0
meandifference,AATF,GNL2,0.2885697882096639,1.0
meandifference,AATF,GPN3,0.18333544250458675,0.0
meandifference,AATF,GTF2A2,0.21129281669871114,0.0
meandifference,AATF,GTF3C6,0.1811921153053741,0.0
meandifference,AATF,H3F3A,0.08639031250692845,0.0
meandifference,AATF,HEATR1,0.15138825074578288,1.0
meandifference,AATF,HIRA,0.14847975761994414,0.0
meandifference,AATF,HMGB1,0.07685698316841315,0.0
meandifference,AATF,HNRNPC,0.1824640756943081,0.0
meandifference,AATF,HNRNPM,0.1794585041565383,0.0
meandifference,AATF,HNRNPR,0.1818002446853474,0.0
meandifference,AATF,HSPA5,0.39897865098654817,0.0
meandifference,AATF,HSPA8,0.0710546552879698,0.0
meandifference,AATF,HSPA9,0.21247304636272005,0.0
meandifference,AATF,HSPD1,0.0519126423101297,0.0
meandifference,AATF,IARS2,0.2120701879577348,0.0
meandifference,AATF,ICE1,0.1651505228545441,0.0
meandifference,AATF,IK,0.1582712954965613,0.0
meandifference,AATF,KIF11,0.13869245771101651,0.0
meandifference,AATF,KPNB1,0.37014766839630653,0.0
meandifference,AATF,KRR1,0.38554728793961884,1.0
meandifference,AATF,KRT10,0.19913449329377814,0.0
meandifference,AATF,KRT8,0.14824586168839624,0.0
meandifference,AATF,LIMS1,0.31377621379806686,0.0
meandifference,AATF,LSM2,0.1283699398776028,0.0
meandifference,AATF,LSM5,0.16594151116897587,0.0
meandifference,AATF,LSM6,0.19260855153935058,0.0
meandifference,AATF,LTV1,0.36183301037897997,1.0
meandifference,AATF,MAGOH,0.36127985767534115,0.0
meandifference,AATF,MED1,0.11306189724546944,0.0
meandifference,AATF,MED10,0.5737632183491783,0.0
meandifference,AATF,METAP2,0.22314170506492553,0.0
meandifference,AATF,MRPL14,0.14489079178819714,0.0
meandifference,AATF,MRPL18,0.17505809479907852,0.0
meandifference,AATF,MRPL3,0.34725372894370315,0.0
meandifference,AATF,MRPL36,0.14576713727104573,0.0
meandifference,AATF,MRPS35,0.24456026483770185,0.0
meandifference,AATF,MYCBP,0.1222871777143654,0.0
meandifference,AATF,MZT1,0.14010154318209456,0.0
meandifference,AATF,NAA38,0.13088322554866735,0.0
meandifference,AATF,NACA,0.1439310724176816,0.0
meandifference,AATF,NASP,0.19880056932532542,0.0
meandifference,AATF,NCBP2,0.12471246790777915,0.0
meandifference,AATF,NCL,0.1640091540177796,0.0
meandifference,AATF,NDUFA2,0.2930522025677581,0.0
meandifference,AATF,NDUFAB1,0.08623153315710536,0.0
meandifference,AATF,NDUFB10,0.28272959199959796,0.0
meandifference,AATF,NDUFB6,0.13657552302679754,0.0
meandifference,AATF,NDUFB8,0.20739587654687408,0.0
meandifference,AATF,NDUFS5,0.10803412080307129,0.0
meandifference,AATF,NEDD8,0.1848907433929859,0.0
meandifference,AATF,NIFK,0.45486701287503206,1.0
meandifference,AATF,NIP7,0.30612519564412577,1.0
meandifference,AATF,NOL11,0.2548679400729653,0.0
meandifference,AATF,NUP107,0.26628691880286937,0.0
meandifference,AATF,NUP205,0.12052806028127669,0.0
meandifference,AATF,OSTC,0.10004972607849419,0.0
meandifference,AATF,OXA1L,0.2054719116440955,0.0
meandifference,AATF,PCBP2,0.3172967152292696,0.0
meandifference,AATF,PCID2,0.31769303317634046,0.0
meandifference,AATF,PDCD5,0.3721731905701976,0.0
meandifference,AATF,PDCD6,0.2515871814022528,0.0
meandifference,AATF,PDCD6IP,0.260752686330416,0.0
meandifference,AATF,PFN1,0.15532550760219554,0.0
meandifference,AATF,PHB,0.09328389040375709,0.0
meandifference,AATF,PHB2,0.11413187658794766,0.0
meandifference,AATF,PKM,0.20845667280094735,0.0
meandifference,AATF,PMF1,0.16662100769593405,0.0
meandifference,AATF,PMPCB,0.09278942771369975,0.0
meandifference,AATF,PNISR,0.2308933639327951,0.0
meandifference,AATF,POLR2A,0.1467790449187259,0.0
meandifference,AATF,POLR2B,0.1880357834489953,0.0
meandifference,AATF,POLR2E,0.18418795950216735,0.0
meandifference,AATF,POLR2F,0.14765437142432936,0.0
meandifference,AATF,POLR2I,0.19571509468067405,0.0
meandifference,AATF,POP7,0.2732697428190868,0.0
meandifference,AATF,PPA1,0.22239810006850513,0.0
meandifference,AATF,PPIA,0.22713347503650905,0.0
meandifference,AATF,PPP1CA,0.1762495550791289,0.0
meandifference,AATF,PPP2R1A,0.18394693039223645,0.0
meandifference,AATF,PRELID1,0.16884658907643896,0.0
meandifference,AATF,PRELID3B,0.3251776922597981,0.0
meandifference,AATF,PRPF4B,0.1141161860103975,0.0
meandifference,AATF,PSMA1,0.1181283262777248,0.0
meandifference,AATF,PSMA3,0.14438668204133942,0.0
meandifference,AATF,PSMA4,0.13119374309866216,0.0
meandifference,AATF,PSMB1,0.07338090773988884,0.0
meandifference,AATF,PSMB5,0.09599028880884175,0.0
meandifference,AATF,PSMB6,0.2491994147829561,0.0
meandifference,AATF,PSMB7,0.12171886075351054,0.0
meandifference,AATF,PSMC1,0.1969787108178106,0.0
meandifference,AATF,PSMC2,0.09879941248017665,0.0
meandifference,AATF,PSMC4,0.1123022985827202,0.0
meandifference,AATF,PSMD1,0.1092565501701911,0.0
meandifference,AATF,PSMD12,0.22516078912323745,0.0
meandifference,AATF,PSMD4,0.20595537998804297,0.0
meandifference,AATF,PSMD6,0.1815238658771418,0.0
meandifference,AATF,PSMD7,0.1476028625979919,0.0
meandifference,AATF,PSMG3,0.25640530105489207,0.0
meandifference,AATF,PTMA,0.04187421055528135,0.0
meandifference,AATF,QARS,0.16024681890958908,0.0
meandifference,AATF,RAC1,0.3105242583506459,0.0
meandifference,AATF,RAN,0.1041490546614531,0.0
meandifference,AATF,RARS,0.250070258629202,0.0
meandifference,AATF,RBM4,0.2186560300543804,0.0
meandifference,AATF,RPA2,0.2658916889431892,0.0
meandifference,AATF,RPA3,0.20700396143174005,0.0
meandifference,AATF,RPL10,0.2308317191056757,0.0
meandifference,AATF,RPL10A,0.09399876152669015,0.0
meandifference,AATF,RPL11,0.040119815415183904,0.0
meandifference,AATF,RPL12,0.10042957698130765,0.0
meandifference,AATF,RPL13,0.17553635878018886,0.0
meandifference,AATF,RPL13A,0.3165269715990796,0.0
meandifference,AATF,RPL14,0.0426046265176478,0.0
meandifference,AATF,RPL15,0.1619742023244,0.0
meandifference,AATF,RPL17,0.2198134540841883,0.0
meandifference,AATF,RPL18,0.0769222889053741,0.0
meandifference,AATF,RPL19,0.08055551793463275,0.0
meandifference,AATF,RPL21,0.045517596951427,0.0
meandifference,AATF,RPL23,0.3299743084430694,0.0
meandifference,AATF,RPL24,0.0453560009949959,0.0
meandifference,AATF,RPL26,0.1137217137995982,0.0
meandifference,AATF,RPL27A,0.23852178804818414,0.0
meandifference,AATF,RPL3,0.34976894095136013,0.0
meandifference,AATF,RPL30,0.026782412157762753,0.0
meandifference,AATF,RPL31,0.12251159845622589,0.0
meandifference,AATF,RPL32,0.03900246340396415,0.0
meandifference,AATF,RPL34,0.20443915446252625,0.0
meandifference,AATF,RPL36,0.0444461236134471,0.0
meandifference,AATF,RPL36AL,0.17362756207737345,0.0
meandifference,AATF,RPL37,0.22016272997440106,0.0
meandifference,AATF,RPL37A,0.14033404805324218,0.0
meandifference,AATF,RPL38,0.06763208442974405,0.0
meandifference,AATF,RPL4,0.08111048645781185,0.0
meandifference,AATF,RPL5,0.15649492235871765,0.0
meandifference,AATF,RPL6,0.11548622444268039,0.0
meandifference,AATF,RPL7,0.13961245160422864,0.0
meandifference,AATF,RPL8,0.0904562535978803,0.0
meandifference,AATF,RPL9,0.091483996681719,0.0
meandifference,AATF,RPLP0,0.0879270039588812,0.0
meandifference,AATF,RPLP2,0.0543503304828733,0.0
meandifference,AATF,RPS11,0.26153195303974536,1.0
meandifference,AATF,RPS12,0.07530178775819349,0.0
meandifference,AATF,RPS14,0.0839247145108728,1.0
meandifference,AATF,RPS15A,0.13854538948967948,1.0
meandifference,AATF,RPS17,0.20746285259595648,0.0
meandifference,AATF,RPS19,0.0886877706910139,0.0
meandifference,AATF,RPS20,0.10229615686867854,0.0
meandifference,AATF,RPS24,0.23083897475540235,1.0
meandifference,AATF,RPS27,0.2477910937525282,1.0
meandifference,AATF,RPS28,0.2059762001930467,1.0
meandifference,AATF,RPS29,0.23509735724085926,0.0
meandifference,AATF,RPS3,0.34592687705395203,0.0
meandifference,AATF,RPS3A,0.10931703927916965,1.0
meandifference,AATF,RPS4X,0.22141683675794788,1.0
meandifference,AATF,RPS5,0.021187801680948852,1.0
meandifference,AATF,RPS6,0.16109433224561226,1.0
meandifference,AATF,RPS7,0.0550933024568045,1.0
meandifference,AATF,RPS9,0.3203649536960077,1.0
meandifference,AATF,RPSA,0.033280700250279946,0.0
meandifference,AATF,RRM2,0.31306466752358736,0.0
meandifference,AATF,RSL1D1,0.27904855315085225,1.0
meandifference,AATF,RSL24D1,0.1167468263114058,1.0
meandifference,AATF,RUVBL1,0.3052258053758,0.0
meandifference,AATF,SBNO1,0.21309079257681862,0.0
meandifference,AATF,SDAD1,0.35591209487306985,1.0
meandifference,AATF,SF3A1,0.1519278311221391,0.0
meandifference,AATF,SF3B1,0.1411930880350154,0.0
meandifference,AATF,SF3B2,0.2982162316930773,0.0
meandifference,AATF,SF3B3,0.11841440011722924,0.0
meandifference,AATF,SFPQ,0.1038407947877909,0.0
meandifference,AATF,SLC1A5,0.21121171051131793,0.0
meandifference,AATF,SMC1A,0.13061358783669114,0.0
meandifference,AATF,SMC4,0.17597282009420775,0.0
meandifference,AATF,SNRNP40,0.2509355840933002,0.0
meandifference,AATF,SNRPB,0.1652840026901872,0.0
meandifference,AATF,SNRPD1,0.14053066779391077,0.0
meandifference,AATF,SNRPE,0.06749300167896595,0.0
meandifference,AATF,SNRPG,0.1200682805203751,0.0
meandifference,AATF,SOD1,0.10949389946316704,0.0
meandifference,AATF,SON,0.1392009684131449,0.0
meandifference,AATF,SRP72,0.29502168432214115,0.0
meandifference,AATF,SRP9,0.3653761183237069,0.0
meandifference,AATF,SRRM1,0.1101966309278603,0.0
meandifference,AATF,SRRM2,0.28504889070355655,0.0
meandifference,AATF,SRRT,0.1347780643810361,0.0
meandifference,AATF,SRSF11,0.27653924392257756,0.0
meandifference,AATF,SSRP1,0.3310427534693039,0.0
meandifference,AATF,SUPT5H,0.11365912422181765,0.0
meandifference,AATF,SUPT6H,0.28382770911263133,0.0
meandifference,AATF,TBCA,0.14023811364577915,0.0
meandifference,AATF,THOC2,0.2497007703823131,0.0
meandifference,AATF,TIMM13,0.17684578686528551,0.0
meandifference,AATF,TKT,0.12636708702097,0.0
meandifference,AATF,TMEM258,0.08701824085912445,0.0
meandifference,AATF,TMSB10,0.27289901416297724,0.0
meandifference,AATF,TPX2,0.1459687378368121,0.0
meandifference,AATF,TRA2B,0.16664365527585845,0.0
meandifference,AATF,TRAPPC4,0.2523752332903795,0.0
meandifference,AATF,TRMT112,0.11174644939467404,0.0
meandifference,AATF,U2SURP,0.2756929659677831,0.0
meandifference,AATF,UBA2,0.2754036649035927,0.0
meandifference,AATF,UBE2L3,0.1047628797233504,0.0
meandifference,AATF,UBE2M,0.3692049184598378,0.0
meandifference,AATF,UBE2N,0.14649915934957108,0.0
meandifference,AATF,UBL5,0.0853430267554801,0.0
meandifference,AATF,UBTF,0.3337148121464572,0.0
meandifference,AATF,UQCRC1,0.1703536868247409,0.0
meandifference,AATF,UQCRQ,0.07537355211993191,0.0
meandifference,AATF,UROD,0.13185636030339548,0.0
meandifference,AATF,USP7,0.20299029395972323,0.0
meandifference,AATF,VARS,0.14784464158599805,0.0
meandifference,AATF,VCP,0.20542067527754987,0.0
meandifference,AATF,WBP11,0.13783927772769194,0.0
meandifference,AATF,WDR12,0.33464528513110714,1.0
meandifference,AATF,WDR3,0.17981125708010365,1.0
meandifference,AATF,WDR36,0.1182373991000572,1.0
meandifference,AATF,XPO1,0.13652317916442874,0.0
meandifference,AATF,YARS,0.0858402973313459,0.0
meandifference,AATF,ZMAT2,0.14490367975479002,0.0
meandifference,AATF,ZNF207,0.12242126640453431,0.0
meandifference,ABCE1,AATF,0.20594496653406846,0.0
meandifference,ABCE1,ABCF1,0.1540822057656703,1.0
meandifference,ABCE1,ACIN1,0.14747607563118775,0.0
meandifference,ABCE1,ACTB,0.16769389274120325,1.0
meandifference,ABCE1,ACTR2,0.3143826630719246,0.0
meandifference,ABCE1,AHCTF1,0.1756025663110517,0.0
meandifference,ABCE1,ALYREF,0.2148240553482886,0.0
meandifference,ABCE1,ANAPC15,0.14905889622588303,0.0
meandifference,ABCE1,ANKRD11,0.18641485745560735,0.0
meandifference,ABCE1,AP2M1,0.32047229969386126,0.0
meandifference,ABCE1,ARCN1,0.18744289171561115,0.0
meandifference,ABCE1,ARGLU1,0.1757157100892836,0.0
meandifference,ABCE1,ARPC2,0.44791837490700903,0.0
meandifference,ABCE1,ARPC4,0.5410624759468341,0.0
meandifference,ABCE1,ATP6V0B,0.5491581283857745,0.0
meandifference,ABCE1,BANF1,0.15686065633643054,0.0
meandifference,ABCE1,BDP1,0.24653550941098112,0.0
meandifference,ABCE1,BOP1,0.1873942344117549,0.0
meandifference,ABCE1,BRK1,0.41463021903307196,0.0
meandifference,ABCE1,BUB1,0.24196796557903288,0.0
meandifference,ABCE1,BUB3,0.20951826006481722,0.0
meandifference,ABCE1,C19orf53,0.12969316279042145,0.0
meandifference,ABCE1,C1QBP,0.1571035441379393,0.0
meandifference,ABCE1,C9orf16,0.3839542977832978,0.0
meandifference,ABCE1,C9orf78,0.1805799213576701,0.0
meandifference,ABCE1,CCT2,0.2516239856648829,0.0
meandifference,ABCE1,CCT3,0.08707527513004115,1.0
meandifference,ABCE1,CCT4,0.16708407605655723,0.0
meandifference,ABCE1,CCT7,0.16066250997128023,0.0
meandifference,ABCE1,CDC27,0.15181275584870765,0.0
meandifference,ABCE1,CDC37,0.2023675679364512,0.0
meandifference,ABCE1,CDK1,0.1749621382621026,0.0
meandifference,ABCE1,CHEK1,0.173342324368223,0.0
meandifference,ABCE1,CHORDC1,0.21680059152841563,0.0
meandifference,ABCE1,CIAO1,0.16378273265919374,1.0
meandifference,ABCE1,CKAP5,0.15516544960237316,0.0
meandifference,ABCE1,CLTC,0.18814514437413982,0.0
meandifference,ABCE1,CNOT1,0.19705989595478574,0.0
meandifference,ABCE1,COPS6,0.42080279425767153,0.0
meandifference,ABCE1,COPZ1,0.2913562576832309,0.0
meandifference,ABCE1,COX7C,0.12279381981934265,0.0
meandifference,ABCE1,CPSF3,0.18733116102545483,0.0
meandifference,ABCE1,CSE1L,0.216296663419662,0.0
meandifference,ABCE1,CSNK1A1,0.5887610579406062,0.0
meandifference,ABCE1,CYCS,0.1138760130159316,0.0
meandifference,ABCE1,DCUN1D5,0.23583004567277044,0.0
meandifference,ABCE1,DDX24,0.17304429455149553,0.0
meandifference,ABCE1,DDX46,0.2037159397202153,0.0
meandifference,ABCE1,DDX5,0.1361497937938859,0.0
meandifference,ABCE1,DENR,0.2768803087015306,1.0
meandifference,ABCE1,DHX15,0.2509314560148024,1.0
meandifference,ABCE1,DHX36,0.20632098849454228,0.0
meandifference,ABCE1,DLD,0.18883925479708175,0.0
meandifference,ABCE1,DNAJA1,0.19495730616565665,0.0
meandifference,ABCE1,DNAJC19,0.14555836668341385,0.0
meandifference,ABCE1,DNAJC8,0.20786803939842405,0.0
meandifference,ABCE1,DNMT1,0.1691260730014693,0.0
meandifference,ABCE1,DNTTIP2,0.1883453768882059,0.0
meandifference,ABCE1,DRAP1,0.29286897757322555,0.0
meandifference,ABCE1,DYNC1H1,0.20489535927272606,0.0
meandifference,ABCE1,DYNC1I2,0.23129912904289454,0.0
meandifference,ABCE1,EEF1G,0.0935086800629092,0.0
meandifference,ABCE1,EEF2,0.1259564257360273,1.0
meandifference,ABCE1,EGLN2,0.20486325854639847,0.0
meandifference,ABCE1,EIF2B5,0.1364006984739534,0.0
meandifference,ABCE1,EIF2S1,0.1784441774904728,1.0
meandifference,ABCE1,EIF3A,0.13111612720143406,1.0
meandifference,ABCE1,EIF3D,0.4503088304990722,1.0
meandifference,ABCE1,EIF3E,0.10050152176080206,1.0
meandifference,ABCE1,EIF3H,0.19664757457933116,1.0
meandifference,ABCE1,EIF3M,0.16099599915646734,1.0
meandifference,ABCE1,EIF4E,0.23603256365349215,0.0
meandifference,ABCE1,EIF4G1,0.14579003922131745,0.0
meandifference,ABCE1,EIF4G2,0.334950758784048,0.0
meandifference,ABCE1,EIF5,0.4618658693548171,1.0
meandifference,ABCE1,EXOC3,0.33472148808971525,0.0
meandifference,ABCE1,GAPDH,0.07856978040241425,0.0
meandifference,ABCE1,GARS,0.2447509263400108,0.0
meandifference,ABCE1,GNL2,0.15022856335620724,0.0
meandifference,ABCE1,GPN3,0.19110988634228704,0.0
meandifference,ABCE1,GTF2A2,0.26727173129858506,0.0
meandifference,ABCE1,GTF3C6,0.24171884083728634,0.0
meandifference,ABCE1,H3F3A,0.0633445484942005,0.0
meandifference,ABCE1,HEATR1,0.179376110429533,0.0
meandifference,ABCE1,HIRA,0.0975634210301983,0.0
meandifference,ABCE1,HMGB1,0.17333923090234876,0.0
meandifference,ABCE1,HNRNPC,0.14135462556577494,0.0
meandifference,ABCE1,HNRNPM,0.16605606191196745,0.0
meandifference,ABCE1,HNRNPR,0.1452302934048637,0.0
meandifference,ABCE1,HSPA5,0.23304348335746786,0.0
meandifference,ABCE1,HSPA8,0.33794409310163986,0.0
meandifference,ABCE1,HSPA9,0.18824098586151672,0.0
meandifference,ABCE1,HSPD1,0.20028057548999784,1.0
meandifference,ABCE1,IARS2,0.13801134893740374,0.0
meandifference,ABCE1,ICE1,0.18427721059803034,0.0
meandifference,ABCE1,IK,0.371893648470794,0.0
meandifference,ABCE1,KIF11,0.1888848328473106,0.0
meandifference,ABCE1,KPNB1,0.21896705471200323,0.0
meandifference,ABCE1,KRR1,0.35201887467484316,0.0
meandifference,ABCE1,KRT10,0.3251792985973819,0.0
meandifference,ABCE1,KRT8,0.16672841102769295,0.0
meandifference,ABCE1,LIMS1,0.3094066985428333,0.0
meandifference,ABCE1,LSM2,0.25020605099931836,0.0
meandifference,ABCE1,LSM5,0.2753908354932262,0.0
meandifference,ABCE1,LSM6,0.13633878148947992,0.0
meandifference,ABCE1,LTV1,0.11084141964162544,1.0
meandifference,ABCE1,MAGOH,0.13699441231950635,0.0
meandifference,ABCE1,MED1,0.17108229975834965,0.0
meandifference,ABCE1,MED10,0.43812098708806496,0.0
meandifference,ABCE1,METAP2,0.14184052438562916,0.0
meandifference,ABCE1,MRPL14,0.17241118169676867,0.0
meandifference,ABCE1,MRPL18,0.19075190580141155,0.0
meandifference,ABCE1,MRPL3,0.23345118706918527,0.0
meandifference,ABCE1,MRPL36,0.2465098467307706,0.0
meandifference,ABCE1,MRPS35,0.3384326528139653,0.0
meandifference,ABCE1,MYCBP,0.19573893021325905,0.0
meandifference,ABCE1,MZT1,0.12962086216134405,0.0
meandifference,ABCE1,NAA38,0.1865604823700843,0.0
meandifference,ABCE1,NACA,0.0774271573274366,0.0
meandifference,ABCE1,NASP,0.21178035308545634,0.0
meandifference,ABCE1,NCBP2,0.21570226409762133,0.0
meandifference,ABCE1,NCL,0.20327625648956138,0.0
meandifference,ABCE1,NDUFA2,0.25280309571585347,0.0
meandifference,ABCE1,NDUFAB1,0.14464119021892546,0.0
meandifference,ABCE1,NDUFB10,0.09623355591374055,0.0
meandifference,ABCE1,NDUFB6,0.2152589568655337,0.0
meandifference,ABCE1,NDUFB8,0.15037350377863445,0.0
meandifference,ABCE1,NDUFS5,0.10424423124174916,0.0
meandifference,ABCE1,NEDD8,0.28498383794330784,0.0
meandifference,ABCE1,NIFK,0.1985766659329014,1.0
meandifference,ABCE1,NIP7,0.2775439348839944,1.0
meandifference,ABCE1,NOL11,0.1515324418660133,0.0
meandifference,ABCE1,NUP107,0.22441685782863247,0.0
meandifference,ABCE1,NUP205,0.16226677041707493,0.0
meandifference,ABCE1,OSTC,0.2299246828663733,0.0
meandifference,ABCE1,OXA1L,0.15686448172465445,0.0
meandifference,ABCE1,PCBP2,0.33418271035667385,0.0
meandifference,ABCE1,PCID2,0.13963261271849745,0.0
meandifference,ABCE1,PDCD5,0.2751417502972387,0.0
meandifference,ABCE1,PDCD6,0.17366863349003175,0.0
meandifference,ABCE1,PDCD6IP,0.1513972676479047,0.0
meandifference,ABCE1,PFN1,0.1105700218581384,0.0
meandifference,ABCE1,PHB,0.13572143138185622,0.0
meandifference,ABCE1,PHB2,0.1293626814061595,0.0
meandifference,ABCE1,PKM,0.1439685281130575,0.0
meandifference,ABCE1,PMF1,0.18552905601686043,0.0
meandifference,ABCE1,PMPCB,0.192045798668746,0.0
meandifference,ABCE1,PNISR,0.4758140870221199,0.0
meandifference,ABCE1,POLR2A,0.2014691533465539,0.0
meandifference,ABCE1,POLR2B,0.135599443471624,0.0
meandifference,ABCE1,POLR2E,0.23148157327002084,0.0
meandifference,ABCE1,POLR2F,0.1885001486170676,0.0
meandifference,ABCE1,POLR2I,0.18467264500779484,0.0
meandifference,ABCE1,POP7,0.1623411066630194,0.0
meandifference,ABCE1,PPA1,0.09973342609982336,0.0
meandifference,ABCE1,PPIA,0.09568763459843971,0.0
meandifference,ABCE1,PPP1CA,0.39984941881798924,0.0
meandifference,ABCE1,PPP2R1A,0.1283182163142388,0.0
meandifference,ABCE1,PRELID1,0.16324230522032704,0.0
meandifference,ABCE1,PRELID3B,0.15426269251915714,0.0
meandifference,ABCE1,PRPF4B,0.21481442709872794,0.0
meandifference,ABCE1,PSMA1,0.2032701126715829,0.0
meandifference,ABCE1,PSMA3,0.13976387871792234,0.0
meandifference,ABCE1,PSMA4,0.19704649787795156,0.0
meandifference,ABCE1,PSMB1,0.1368622110343748,0.0
meandifference,ABCE1,PSMB5,0.14061070318298952,0.0
meandifference,ABCE1,PSMB6,0.40889589918774943,0.0
meandifference,ABCE1,PSMB7,0.1986985597391282,0.0
meandifference,ABCE1,PSMC1,0.26559750446119623,0.0
meandifference,ABCE1,PSMC2,0.16003016249883556,0.0
meandifference,ABCE1,PSMC4,0.2134750343476572,0.0
meandifference,ABCE1,PSMD1,0.1503504956387704,0.0
meandifference,ABCE1,PSMD12,0.15913641670327025,0.0
meandifference,ABCE1,PSMD4,0.3526885694911403,0.0
meandifference,ABCE1,PSMD6,0.1626173055198884,0.0
meandifference,ABCE1,PSMD7,0.20230619905014186,0.0
meandifference,ABCE1,PSMG3,0.18696243815479735,0.0
meandifference,ABCE1,PTMA,0.4170678735848396,0.0
meandifference,ABCE1,QARS,0.14699563222642864,1.0
meandifference,ABCE1,RAC1,0.3262630226529414,0.0
meandifference,ABCE1,RAN,0.09078414692071171,0.0
meandifference,ABCE1,RARS,0.20336243027852424,1.0
meandifference,ABCE1,RBM4,0.2620146408450219,0.0
meandifference,ABCE1,RPA2,0.15248281133924754,0.0
meandifference,ABCE1,RPA3,0.2078712788754894,0.0
meandifference,ABCE1,RPL10,0.2206997838281816,1.0
meandifference,ABCE1,RPL10A,0.18363451342505788,1.0
meandifference,ABCE1,RPL11,0.1248095069039252,1.0
meandifference,ABCE1,RPL12,0.1340136751636382,1.0
meandifference,ABCE1,RPL13,0.1476413966763404,1.0
meandifference,ABCE1,RPL13A,0.2278398052861613,1.0
meandifference,ABCE1,RPL14,0.2455600622746252,1.0
