method,source_gene,target_gene,f_score_mean,recall_mean
meandifference,EIF4G1,PSMA3,0.2643185569616415,0.0
meandifference,EIF4G1,PSMA4,0.1615298296133677,0.0
meandifference,EIF4G1,PSMB1,0.23080558887425284,0.0
meandifference,EIF4G1,PSMB5,0.2059677043096993,0.0
meandifference,EIF4G1,PSMB6,0.0958838146846781,0.0
meandifference,EIF4G1,PSMB7,0.11772289505171521,0.0
meandifference,EIF4G1,PSMC1,0.08068297632009745,0.0
meandifference,EIF4G1,PSMC2,0.09417197584368844,0.0
meandifference,EIF4G1,PSMC4,0.131291770829052,1.0
meandifference,EIF4G1,PSMD1,0.15420907306350684,0.0
meandifference,EIF4G1,PSMD12,0.19739573777375674,0.0
meandifference,EIF4G1,PSMD4,0.17715958364022674,0.0
meandifference,EIF4G1,PSMD6,0.0500198713237239,0.0
meandifference,EIF4G1,PSMD7,0.1086618463314348,0.0
meandifference,EIF4G1,PSMG3,0.13477979525628905,0.0
meandifference,EIF4G1,PTMA,0.5632151069443713,0.0
meandifference,EIF4G1,QARS,0.0824331780506077,0.0
meandifference,EIF4G1,RAC1,0.16478518318239074,0.0
meandifference,EIF4G1,RAN,0.10924509149789804,0.0
meandifference,EIF4G1,RARS,0.04052377336159825,0.0
meandifference,EIF4G1,RBM4,0.09868241405999781,0.0
meandifference,EIF4G1,RPA2,0.15770754715659285,0.0
meandifference,EIF4G1,RPA3,0.18583928398675814,0.0
meandifference,EIF4G1,RPL10,0.09311919964872375,0.0
meandifference,EIF4G1,RPL10A,0.0605937509585452,0.0
meandifference,EIF4G1,RPL11,0.0199430449214032,0.0
meandifference,EIF4G1,RPL12,0.2312884798844655,0.0
meandifference,EIF4G1,RPL13,0.11444775686622946,0.0
meandifference,EIF4G1,RPL13A,0.2549281511363162,1.0
meandifference,EIF4G1,RPL14,0.026759576490361148,0.0
meandifference,EIF4G1,RPL15,0.03929887196017845,0.0
meandifference,EIF4G1,RPL17,0.0785048186218866,0.0
meandifference,EIF4G1,RPL18,0.06798529018253405,0.0
meandifference,EIF4G1,RPL19,0.11177646617171574,0.0
meandifference,EIF4G1,RPL21,0.039927423804293344,0.0
meandifference,EIF4G1,RPL23,0.1369476770472782,0.0
meandifference,EIF4G1,RPL24,0.09578015642268681,0.0
meandifference,EIF4G1,RPL26,0.03457470031246055,0.0
meandifference,EIF4G1,RPL27A,0.04052314206028495,0.0
meandifference,EIF4G1,RPL3,0.02520615820346335,0.0
meandifference,EIF4G1,RPL30,0.09853330462824911,0.0
meandifference,EIF4G1,RPL31,0.04168509855744655,0.0
meandifference,EIF4G1,RPL32,0.0179786196060078,0.0
meandifference,EIF4G1,RPL34,0.048432586738371045,0.0
meandifference,EIF4G1,RPL36,0.07612783789788514,0.0
meandifference,EIF4G1,RPL36AL,0.2651731362066602,0.0
meandifference,EIF4G1,RPL37,0.09548940726454536,0.0
meandifference,EIF4G1,RPL37A,0.062260442000563354,0.0
meandifference,EIF4G1,RPL38,0.0558237848331851,0.0
meandifference,EIF4G1,RPL4,0.2163648600465508,0.0
meandifference,EIF4G1,RPL5,0.0799916004501363,0.0
meandifference,EIF4G1,RPL6,0.050827646558002704,0.0
meandifference,EIF4G1,RPL7,0.04905644188747605,0.0
meandifference,EIF4G1,RPL8,0.03095451814871955,0.0
meandifference,EIF4G1,RPL9,0.190319047710716,0.0
meandifference,EIF4G1,RPLP0,0.10414770536499635,0.0
meandifference,EIF4G1,RPLP2,0.10952601861466635,0.0
meandifference,EIF4G1,RPS11,0.33016812271918017,1.0
meandifference,EIF4G1,RPS12,0.0603950416488032,1.0
meandifference,EIF4G1,RPS14,0.09360261551231461,1.0
meandifference,EIF4G1,RPS15A,0.09125679714397715,1.0
meandifference,EIF4G1,RPS17,0.02563287172650775,1.0
meandifference,EIF4G1,RPS19,0.0437686334217748,1.0
meandifference,EIF4G1,RPS20,0.21239007723690362,1.0
meandifference,EIF4G1,RPS24,0.03152002354206575,1.0
meandifference,EIF4G1,RPS27,0.08940193726452444,1.0
meandifference,EIF4G1,RPS28,0.0446462474505106,1.0
meandifference,EIF4G1,RPS29,0.15331374720668275,1.0
meandifference,EIF4G1,RPS3,0.05394859272100585,0.0
meandifference,EIF4G1,RPS3A,0.02634032451363015,1.0
meandifference,EIF4G1,RPS4X,0.06616698161991685,1.0
meandifference,EIF4G1,RPS5,0.17513303962548574,1.0
meandifference,EIF4G1,RPS6,0.21141674130437188,1.0
meandifference,EIF4G1,RPS7,0.0386931100976082,1.0
meandifference,EIF4G1,RPS9,0.023984024877702,1.0
meandifference,EIF4G1,RPSA,0.061119517482224245,1.0
meandifference,EIF4G1,RRM2,0.19802486959317675,1.0
meandifference,EIF4G1,RSL1D1,0.04627828539276635,0.0
meandifference,EIF4G1,RSL24D1,0.21864869992630448,0.0
meandifference,EIF4G1,RUVBL1,0.08148499547384111,0.0
meandifference,EIF4G1,SBNO1,0.08878273441829984,0.0
meandifference,EIF4G1,SDAD1,0.0670986641994086,0.0
meandifference,EIF4G1,SF3A1,0.050395890412663846,0.0
meandifference,EIF4G1,SF3B1,0.17948210307814733,0.0
meandifference,EIF4G1,SF3B2,0.13804894060018236,0.0
meandifference,EIF4G1,SF3B3,0.2596525186921319,0.0
meandifference,EIF4G1,SFPQ,0.17528049890841202,0.0
meandifference,EIF4G1,SLC1A5,0.2418520225005124,0.0
meandifference,EIF4G1,SMC1A,0.2545584519981056,0.0
meandifference,EIF4G1,SMC4,0.10064626533818499,0.0
meandifference,EIF4G1,SNRNP40,0.1781427366435528,0.0
meandifference,EIF4G1,SNRPB,0.11399359443495345,0.0
meandifference,EIF4G1,SNRPD1,0.2255130625915783,0.0
meandifference,EIF4G1,SNRPE,0.2691628691304114,0.0
meandifference,EIF4G1,SNRPG,0.4116262975659421,0.0
meandifference,EIF4G1,SOD1,0.48611709480465093,0.0
meandifference,EIF4G1,SON,0.11258381282962775,0.0
meandifference,EIF4G1,SRP72,0.08070641608436896,0.0
meandifference,EIF4G1,SRP9,0.2662194315139965,0.0
meandifference,EIF4G1,SRRM1,0.10706133254894645,0.0
meandifference,EIF4G1,SRRM2,0.11646963726000115,0.0
meandifference,EIF4G1,SRRT,0.15448590658685205,0.0
meandifference,EIF4G1,SRSF11,0.05729892036280319,0.0
meandifference,EIF4G1,SSRP1,0.10296000288365986,0.0
meandifference,EIF4G1,SUPT5H,0.051254145191305354,0.0
meandifference,EIF4G1,SUPT6H,0.0555243936645087,0.0
meandifference,EIF4G1,TBCA,0.20695983618696528,0.0
meandifference,EIF4G1,THOC2,0.0888391284866358,0.0
meandifference,EIF4G1,TIMM13,0.32937895015029495,0.0
meandifference,EIF4G1,TKT,0.05845434211351535,0.0
meandifference,EIF4G1,TMEM258,0.2728676783957789,0.0
meandifference,EIF4G1,TMSB10,0.6105172510705328,0.0
meandifference,EIF4G1,TPX2,0.3083690965129483,0.0
meandifference,EIF4G1,TRA2B,0.25253430140114597,0.0
meandifference,EIF4G1,TRAPPC4,0.18888086568097912,0.0
meandifference,EIF4G1,TRMT112,0.30999324487152913,0.0
meandifference,EIF4G1,U2SURP,0.1189754345687486,0.0
meandifference,EIF4G1,UBA2,0.1386322029978998,0.0
meandifference,EIF4G1,UBE2L3,0.19168238802007445,0.0
meandifference,EIF4G1,UBE2M,0.10236548097838635,0.0
meandifference,EIF4G1,UBE2N,0.33370350928159165,0.0
meandifference,EIF4G1,UBL5,0.27816492744748306,0.0
meandifference,EIF4G1,UBTF,0.16104778128817515,0.0
meandifference,EIF4G1,UQCRC1,0.11844279260789191,0.0
meandifference,EIF4G1,UQCRQ,0.43265001735693664,0.0
meandifference,EIF4G1,UROD,0.1120703704471229,0.0
meandifference,EIF4G1,USP7,0.27652114333247624,0.0
meandifference,EIF4G1,VARS,0.18401324136045671,0.0
meandifference,EIF4G1,VCP,0.24029930561793744,0.0
meandifference,EIF4G1,WBP11,0.10897626675002035,0.0
meandifference,EIF4G1,WDR12,0.0375724028322645,0.0
meandifference,EIF4G1,WDR3,0.06578175148963919,0.0
meandifference,EIF4G1,WDR36,0.12092771884741321,0.0
meandifference,EIF4G1,XPO1,0.15904414492794255,0.0
meandifference,EIF4G1,YARS,0.14869133814970648,0.0
meandifference,EIF4G1,ZMAT2,0.07163680656590765,0.0
meandifference,EIF4G1,ZNF207,0.1400479638914267,0.0
meandifference,EIF4G2,AATF,0.2151698570039885,0.0
meandifference,EIF4G2,ABCE1,0.160321967014374,0.0
meandifference,EIF4G2,ABCF1,0.21364917784716644,0.0
meandifference,EIF4G2,ACIN1,0.12938389278134393,0.0
meandifference,EIF4G2,ACTB,0.20597375234288776,0.0
meandifference,EIF4G2,ACTR2,0.1466273946292218,0.0
meandifference,EIF4G2,AHCTF1,0.06756910487803794,0.0
meandifference,EIF4G2,ALYREF,0.19410536681664609,0.0
meandifference,EIF4G2,ANAPC15,0.1091912598698459,0.0
meandifference,EIF4G2,ANKRD11,0.08177707537900625,0.0
meandifference,EIF4G2,AP2M1,0.10152740680000234,0.0
meandifference,EIF4G2,ARCN1,0.0807527397485853,0.0
meandifference,EIF4G2,ARGLU1,0.1043145136295006,0.0
meandifference,EIF4G2,ARPC2,0.1036584640717994,0.0
meandifference,EIF4G2,ARPC4,0.08050679765929245,0.0
meandifference,EIF4G2,ATP6V0B,0.07690908841396625,0.0
meandifference,EIF4G2,BANF1,0.07920343885749401,0.0
meandifference,EIF4G2,BDP1,0.036560332666572756,0.0
meandifference,EIF4G2,BOP1,0.21791565323269846,0.0
meandifference,EIF4G2,BRK1,0.06471552527592189,0.0
meandifference,EIF4G2,BUB1,0.17933701801801977,0.0
meandifference,EIF4G2,BUB3,0.13842736885254836,0.0
meandifference,EIF4G2,C19orf53,0.08792110463708455,0.0
meandifference,EIF4G2,C1QBP,0.16442447587223769,0.0
meandifference,EIF4G2,C9orf16,0.0798750526078263,0.0
meandifference,EIF4G2,C9orf78,0.061024922162712596,0.0
meandifference,EIF4G2,CCT2,0.1293264846631309,0.0
meandifference,EIF4G2,CCT3,0.12976485934138984,0.0
meandifference,EIF4G2,CCT4,0.13980594918567524,0.0
meandifference,EIF4G2,CCT7,0.1983411245803386,0.0
meandifference,EIF4G2,CDC27,0.1436834699778179,0.0
meandifference,EIF4G2,CDC37,0.1610758440120875,0.0
meandifference,EIF4G2,CDK1,0.1706870402307537,0.0
meandifference,EIF4G2,CHEK1,0.098244898625668,0.0
meandifference,EIF4G2,CHORDC1,0.1508862393570922,0.0
meandifference,EIF4G2,CIAO1,0.0923749291372926,0.0
meandifference,EIF4G2,CKAP5,0.10972821607213261,0.0
meandifference,EIF4G2,CLTC,0.1065812944380163,0.0
meandifference,EIF4G2,CNOT1,0.10082046654987745,0.0
meandifference,EIF4G2,COPS6,0.14979605711977373,0.0
meandifference,EIF4G2,COPZ1,0.10214826386616235,0.0
meandifference,EIF4G2,COX7C,0.0520769320858152,0.0
meandifference,EIF4G2,CPSF3,0.10701344542604435,0.0
meandifference,EIF4G2,CSE1L,0.0869390112928479,0.0
meandifference,EIF4G2,CSNK1A1,0.09868952199813215,0.0
meandifference,EIF4G2,CYCS,0.20611017909747115,0.0
meandifference,EIF4G2,DCUN1D5,0.0904725186132548,0.0
meandifference,EIF4G2,DDX24,0.1340320767160744,0.0
meandifference,EIF4G2,DDX46,0.11297966681098374,0.0
meandifference,EIF4G2,DDX5,0.11929891373312956,0.0
meandifference,EIF4G2,DENR,0.12349267589885585,0.0
meandifference,EIF4G2,DHX15,0.03528708202176615,0.0
meandifference,EIF4G2,DHX36,0.11408706576994979,0.0
meandifference,EIF4G2,DLD,0.0665558681814642,0.0
meandifference,EIF4G2,DNAJA1,0.2031040336987777,0.0
meandifference,EIF4G2,DNAJC19,0.06960597297660785,0.0
meandifference,EIF4G2,DNAJC8,0.14744265777862553,0.0
meandifference,EIF4G2,DNMT1,0.12307980271281545,0.0
meandifference,EIF4G2,DNTTIP2,0.10133231586939401,0.0
meandifference,EIF4G2,DRAP1,0.0762152727306237,0.0
meandifference,EIF4G2,DYNC1H1,0.06002878393011479,0.0
meandifference,EIF4G2,DYNC1I2,0.09264189075423254,0.0
meandifference,EIF4G2,EEF1G,0.03688700875831625,0.0
meandifference,EIF4G2,EEF2,0.03712716611142735,0.0
meandifference,EIF4G2,EGLN2,0.06323720018752135,0.0
meandifference,EIF4G2,EIF2B5,0.045075238108181745,0.0
meandifference,EIF4G2,EIF2S1,0.14947125232118605,1.0
meandifference,EIF4G2,EIF3A,0.12021605562836099,1.0
meandifference,EIF4G2,EIF3D,0.09689061399959675,1.0
meandifference,EIF4G2,EIF3E,0.07677907619065005,0.0
meandifference,EIF4G2,EIF3H,0.06887348565790385,0.0
meandifference,EIF4G2,EIF3M,0.0928655324501949,0.0
meandifference,EIF4G2,EIF4E,0.11967699937308039,1.0
meandifference,EIF4G2,EIF4G1,0.18042402496484275,1.0
meandifference,EIF4G2,EIF5,0.05587822340364346,1.0
meandifference,EIF4G2,EXOC3,0.071239576717148,0.0
meandifference,EIF4G2,GAPDH,0.10881994155282855,0.0
meandifference,EIF4G2,GARS,0.1143864685020948,0.0
meandifference,EIF4G2,GNL2,0.1673598470702854,0.0
meandifference,EIF4G2,GPN3,0.11180644182276994,0.0
meandifference,EIF4G2,GTF2A2,0.17964531300353714,0.0
meandifference,EIF4G2,GTF3C6,0.08534538898290245,0.0
meandifference,EIF4G2,H3F3A,0.10082416156209695,0.0
meandifference,EIF4G2,HEATR1,0.15824245775652204,0.0
meandifference,EIF4G2,HIRA,0.0322091402991473,0.0
meandifference,EIF4G2,HMGB1,0.1470131526423476,0.0
meandifference,EIF4G2,HNRNPC,0.0995731698821162,0.0
meandifference,EIF4G2,HNRNPM,0.154503839592836,0.0
meandifference,EIF4G2,HNRNPR,0.055224933751458954,0.0
meandifference,EIF4G2,HSPA5,0.09284515210783961,0.0
meandifference,EIF4G2,HSPA8,0.25432251130175165,0.0
meandifference,EIF4G2,HSPA9,0.0923859111679227,0.0
meandifference,EIF4G2,HSPD1,0.11457663978205779,0.0
meandifference,EIF4G2,IARS2,0.1115793064403254,0.0
meandifference,EIF4G2,ICE1,0.07978786035702931,0.0
meandifference,EIF4G2,IK,0.1126174992258437,0.0
meandifference,EIF4G2,KIF11,0.13848606385832635,0.0
meandifference,EIF4G2,KPNB1,0.0452148341457049,0.0
meandifference,EIF4G2,KRR1,0.140872305516611,0.0
meandifference,EIF4G2,KRT10,0.1390099566016977,0.0
meandifference,EIF4G2,KRT8,0.14266659870747228,0.0
meandifference,EIF4G2,LIMS1,0.12044288444996565,0.0
meandifference,EIF4G2,LSM2,0.16779877525317033,0.0
meandifference,EIF4G2,LSM5,0.05639943111870015,0.0
meandifference,EIF4G2,LSM6,0.04432825416417145,0.0
meandifference,EIF4G2,LTV1,0.12737827138806634,0.0
meandifference,EIF4G2,MAGOH,0.0655041875111429,0.0
meandifference,EIF4G2,MED1,0.051966249952434804,0.0
meandifference,EIF4G2,MED10,0.15903154894015936,0.0
meandifference,EIF4G2,METAP2,0.13056846226659424,0.0
meandifference,EIF4G2,MRPL14,0.22080327990278162,0.0
meandifference,EIF4G2,MRPL18,0.15133647049410995,0.0
meandifference,EIF4G2,MRPL3,0.1114626399415278,0.0
meandifference,EIF4G2,MRPL36,0.22035468068464453,0.0
meandifference,EIF4G2,MRPS35,0.15860557773297979,0.0
meandifference,EIF4G2,MYCBP,0.09957403909745266,0.0
meandifference,EIF4G2,MZT1,0.08692060288511515,0.0
meandifference,EIF4G2,NAA38,0.08278846192164725,0.0
meandifference,EIF4G2,NACA,0.04748118811587835,0.0
meandifference,EIF4G2,NASP,0.20210484330166145,0.0
meandifference,EIF4G2,NCBP2,0.1156359126630233,0.0
meandifference,EIF4G2,NCL,0.10797238950718904,0.0
meandifference,EIF4G2,NDUFA2,0.09968113413236984,0.0
meandifference,EIF4G2,NDUFAB1,0.160700312059804,0.0
meandifference,EIF4G2,NDUFB10,0.22844409523079962,0.0
meandifference,EIF4G2,NDUFB6,0.11247706927685006,0.0
meandifference,EIF4G2,NDUFB8,0.13566137355541616,0.0
meandifference,EIF4G2,NDUFS5,0.08569189248001355,0.0
meandifference,EIF4G2,NEDD8,0.10596186389832465,0.0
meandifference,EIF4G2,NIFK,0.15517788010215194,0.0
meandifference,EIF4G2,NIP7,0.14543143316967438,0.0
meandifference,EIF4G2,NOL11,0.1481691247773449,0.0
meandifference,EIF4G2,NUP107,0.08092065511419055,0.0
meandifference,EIF4G2,NUP205,0.0861844398047491,0.0
meandifference,EIF4G2,OSTC,0.12390495832133705,0.0
meandifference,EIF4G2,OXA1L,0.1388552232725229,0.0
meandifference,EIF4G2,PCBP2,0.15473687160743604,0.0
meandifference,EIF4G2,PCID2,0.04600718263049565,0.0
meandifference,EIF4G2,PDCD5,0.089083177860299,0.0
meandifference,EIF4G2,PDCD6,0.12920532797801554,0.0
meandifference,EIF4G2,PDCD6IP,0.08902805186569335,0.0
meandifference,EIF4G2,PFN1,0.09232593790348505,0.0
meandifference,EIF4G2,PHB,0.1913565896099073,0.0
meandifference,EIF4G2,PHB2,0.08958668251295529,0.0
meandifference,EIF4G2,PKM,0.3389438955463163,0.0
meandifference,EIF4G2,PMF1,0.058851378879073005,0.0
meandifference,EIF4G2,PMPCB,0.05684406704181115,0.0
meandifference,EIF4G2,PNISR,0.0615915125396516,0.0
meandifference,EIF4G2,POLR2A,0.07345376803526395,0.0
meandifference,EIF4G2,POLR2B,0.08030052258651149,0.0
meandifference,EIF4G2,POLR2E,0.21114267233237183,0.0
meandifference,EIF4G2,POLR2F,0.06747213576537126,0.0
meandifference,EIF4G2,POLR2I,0.1247426527846626,0.0
meandifference,EIF4G2,POP7,0.1356048268850435,0.0
meandifference,EIF4G2,PPA1,0.04978780884024685,0.0
meandifference,EIF4G2,PPIA,0.039697268137248595,0.0
meandifference,EIF4G2,PPP1CA,0.13024658101507786,0.0
meandifference,EIF4G2,PPP2R1A,0.1018421646093763,0.0
meandifference,EIF4G2,PRELID1,0.1330566959248648,0.0
meandifference,EIF4G2,PRELID3B,0.1326430448616456,0.0
meandifference,EIF4G2,PRPF4B,0.0742067254663559,0.0
meandifference,EIF4G2,PSMA1,0.17346684049838457,0.0
meandifference,EIF4G2,PSMA3,0.15100897990071274,0.0
meandifference,EIF4G2,PSMA4,0.18678106111950335,0.0
meandifference,EIF4G2,PSMB1,0.23105868093618864,0.0
meandifference,EIF4G2,PSMB5,0.19072994579195268,0.0
meandifference,EIF4G2,PSMB6,0.10399879711699059,0.0
meandifference,EIF4G2,PSMB7,0.17192630846967472,0.0
meandifference,EIF4G2,PSMC1,0.20414660417015779,0.0
meandifference,EIF4G2,PSMC2,0.2414030934318115,0.0
meandifference,EIF4G2,PSMC4,0.1924247280313257,0.0
meandifference,EIF4G2,PSMD1,0.14744230076409215,0.0
meandifference,EIF4G2,PSMD12,0.144418827691343,0.0
meandifference,EIF4G2,PSMD4,0.1702367238225295,0.0
meandifference,EIF4G2,PSMD6,0.0746424939562005,0.0
meandifference,EIF4G2,PSMD7,0.185065217357595,0.0
meandifference,EIF4G2,PSMG3,0.10449719654952565,0.0
meandifference,EIF4G2,PTMA,0.051034772422718,0.0
meandifference,EIF4G2,QARS,0.0630513940444117,0.0
meandifference,EIF4G2,RAC1,0.057133252684867804,0.0
meandifference,EIF4G2,RAN,0.14513087986693735,0.0
meandifference,EIF4G2,RARS,0.10819186439510664,0.0
meandifference,EIF4G2,RBM4,0.15184431796108763,0.0
meandifference,EIF4G2,RPA2,0.09282796835156899,0.0
meandifference,EIF4G2,RPA3,0.10817573192719124,0.0
meandifference,EIF4G2,RPL10,0.092673258864531,0.0
meandifference,EIF4G2,RPL10A,0.0690788279191792,0.0
meandifference,EIF4G2,RPL11,0.060253392154570845,0.0
meandifference,EIF4G2,RPL12,0.05864380126083105,0.0
meandifference,EIF4G2,RPL13,0.06137896022294695,0.0
meandifference,EIF4G2,RPL13A,0.08554344699424606,0.0
meandifference,EIF4G2,RPL14,0.0530487655996579,0.0
meandifference,EIF4G2,RPL15,0.02021291985149265,0.0
meandifference,EIF4G2,RPL17,0.08373709094154899,0.0
meandifference,EIF4G2,RPL18,0.032154619539132547,0.0
meandifference,EIF4G2,RPL19,0.0223954678044681,0.0
meandifference,EIF4G2,RPL21,0.0392312955429679,0.0
meandifference,EIF4G2,RPL23,0.053314132064127745,0.0
meandifference,EIF4G2,RPL24,0.0352831100951858,0.0
meandifference,EIF4G2,RPL26,0.03974536020435085,0.0
meandifference,EIF4G2,RPL27A,0.07363366129809651,0.0
meandifference,EIF4G2,RPL3,0.07107883586144585,0.0
meandifference,EIF4G2,RPL30,0.0190771968855495,0.0
meandifference,EIF4G2,RPL31,0.0521790218037471,0.0
meandifference,EIF4G2,RPL32,0.04399321222319235,0.0
meandifference,EIF4G2,RPL34,0.08692875237144221,0.0
meandifference,EIF4G2,RPL36,0.04272309575387605,0.0
meandifference,EIF4G2,RPL36AL,0.19344840947574335,0.0
meandifference,EIF4G2,RPL37,0.0418669292371872,0.0
meandifference,EIF4G2,RPL37A,0.1046057607182285,0.0
meandifference,EIF4G2,RPL38,0.047899323264409197,0.0
meandifference,EIF4G2,RPL4,0.0335545458261032,0.0
meandifference,EIF4G2,RPL5,0.020119531439201102,0.0
meandifference,EIF4G2,RPL6,0.04320090987612625,0.0
meandifference,EIF4G2,RPL7,0.055131229731632245,0.0
meandifference,EIF4G2,RPL8,0.0657910824222174,0.0
meandifference,EIF4G2,RPL9,0.0652085149426209,0.0
meandifference,EIF4G2,RPLP0,0.05673276933076085,0.0
meandifference,EIF4G2,RPLP2,0.0438442915881586,0.0
meandifference,EIF4G2,RPS11,0.06983519571203935,0.0
meandifference,EIF4G2,RPS12,0.10227680019607314,0.0
meandifference,EIF4G2,RPS14,0.02742982079243795,0.0
meandifference,EIF4G2,RPS15A,0.054264510419912454,0.0
meandifference,EIF4G2,RPS17,0.0285901593772988,0.0
meandifference,EIF4G2,RPS19,0.06624152774545874,0.0
meandifference,EIF4G2,RPS20,0.0618119742601238,0.0
meandifference,EIF4G2,RPS24,0.06428989403693995,0.0
meandifference,EIF4G2,RPS27,0.0571003363883983,0.0
meandifference,EIF4G2,RPS28,0.05186741085665965,0.0
meandifference,EIF4G2,RPS29,0.0374764074026492,0.0
meandifference,EIF4G2,RPS3,0.09932475561579761,0.0
meandifference,EIF4G2,RPS3A,0.08018506286520705,0.0
meandifference,EIF4G2,RPS4X,0.0620823031705722,0.0
meandifference,EIF4G2,RPS5,0.07766926226406765,0.0
meandifference,EIF4G2,RPS6,0.0741374803967643,0.0
meandifference,EIF4G2,RPS7,0.025616566398269203,0.0
meandifference,EIF4G2,RPS9,0.025537442701601798,0.0
meandifference,EIF4G2,RPSA,0.041769104442819505,0.0
meandifference,EIF4G2,RRM2,0.057216079296807706,0.0
meandifference,EIF4G2,RSL1D1,0.16266839694663096,0.0
meandifference,EIF4G2,RSL24D1,0.18330844564870075,0.0
meandifference,EIF4G2,RUVBL1,0.21062254342001074,0.0
meandifference,EIF4G2,SBNO1,0.0695545854820145,0.0
meandifference,EIF4G2,SDAD1,0.06589419487784474,0.0
meandifference,EIF4G2,SF3A1,0.1123291722273268,0.0
meandifference,EIF4G2,SF3B1,0.14771541439786284,0.0
meandifference,EIF4G2,SF3B2,0.09306373164950049,0.0
meandifference,EIF4G2,SF3B3,0.06138786420923225,0.0
meandifference,EIF4G2,SFPQ,0.11186513821883506,0.0
meandifference,EIF4G2,SLC1A5,0.23461330715281908,0.0
meandifference,EIF4G2,SMC1A,0.169422605243482,0.0
meandifference,EIF4G2,SMC4,0.17026628113720138,0.0
meandifference,EIF4G2,SNRNP40,0.19280814816467234,0.0
meandifference,EIF4G2,SNRPB,0.13626824485921019,0.0
meandifference,EIF4G2,SNRPD1,0.1065364966188257,0.0
meandifference,EIF4G2,SNRPE,0.11646783122472584,0.0
meandifference,EIF4G2,SNRPG,0.08743443231387435,0.0
meandifference,EIF4G2,SOD1,0.043700628842247846,0.0
meandifference,EIF4G2,SON,0.061403213146485704,0.0
meandifference,EIF4G2,SRP72,0.18297713915224656,0.0
meandifference,EIF4G2,SRP9,0.06917927260698625,0.0
meandifference,EIF4G2,SRRM1,0.18229262435227106,0.0
meandifference,EIF4G2,SRRM2,0.07124157137877755,0.0
meandifference,EIF4G2,SRRT,0.1528832996657019,0.0
meandifference,EIF4G2,SRSF11,0.08730501011090669,0.0
meandifference,EIF4G2,SSRP1,0.15839022430488234,0.0
meandifference,EIF4G2,SUPT5H,0.06911353870302606,0.0
meandifference,EIF4G2,SUPT6H,0.05316831531817445,0.0
meandifference,EIF4G2,TBCA,0.15627249384076264,0.0
meandifference,EIF4G2,THOC2,0.10743601019860005,0.0
meandifference,EIF4G2,TIMM13,0.18207001843145704,0.0
meandifference,EIF4G2,TKT,0.14591374494555395,0.0
meandifference,EIF4G2,TMEM258,0.0954364324014089,0.0
meandifference,EIF4G2,TMSB10,0.07533410937371304,0.0
meandifference,EIF4G2,TPX2,0.3009017660584365,0.0
meandifference,EIF4G2,TRA2B,0.1421720159111315,0.0
meandifference,EIF4G2,TRAPPC4,0.047925261134188005,0.0
meandifference,EIF4G2,TRMT112,0.08253197848950206,0.0
meandifference,EIF4G2,U2SURP,0.053008016385181544,0.0
meandifference,EIF4G2,UBA2,0.1050197695559925,0.0
meandifference,EIF4G2,UBE2L3,0.17578672728259653,0.0
meandifference,EIF4G2,UBE2M,0.2025438491209906,0.0
meandifference,EIF4G2,UBE2N,0.17580027725637296,0.0
meandifference,EIF4G2,UBL5,0.12401071764893001,0.0
meandifference,EIF4G2,UBTF,0.17342795888098356,0.0
meandifference,EIF4G2,UQCRC1,0.11505970657499204,0.0
meandifference,EIF4G2,UQCRQ,0.08926480334575404,0.0
meandifference,EIF4G2,UROD,0.21839752848615418,0.0
meandifference,EIF4G2,USP7,0.06190545617530215,0.0
meandifference,EIF4G2,VARS,0.14575329325376885,0.0
meandifference,EIF4G2,VCP,0.1623507176916501,0.0
meandifference,EIF4G2,WBP11,0.19440840927714487,0.0
meandifference,EIF4G2,WDR12,0.14774895270606225,0.0
meandifference,EIF4G2,WDR3,0.14583887953897662,0.0
meandifference,EIF4G2,WDR36,0.0688479019892145,0.0
meandifference,EIF4G2,XPO1,0.09309130808477506,0.0
meandifference,EIF4G2,YARS,0.18610413798679382,0.0
meandifference,EIF4G2,ZMAT2,0.13343240216409244,0.0
meandifference,EIF4G2,ZNF207,0.051329169366408495,0.0
meandifference,EIF5,AATF,0.1203843096618181,0.0
meandifference,EIF5,ABCE1,0.06590160855215545,1.0
meandifference,EIF5,ABCF1,0.10655957218744284,0.0
meandifference,EIF5,ACIN1,0.09687907103404725,0.0
meandifference,EIF5,ACTB,0.062196567916122644,0.0
meandifference,EIF5,ACTR2,0.09421509592453385,0.0
meandifference,EIF5,AHCTF1,0.1150015979074759,0.0
meandifference,EIF5,ALYREF,0.07954407107512401,0.0
meandifference,EIF5,ANAPC15,0.08900419636074144,0.0
meandifference,EIF5,ANKRD11,0.29634323174242183,0.0
meandifference,EIF5,AP2M1,0.1247246382029639,0.0
meandifference,EIF5,ARCN1,0.09081054935814689,0.0
meandifference,EIF5,ARGLU1,0.0833723440452927,0.0
meandifference,EIF5,ARPC2,0.0845128312668892,0.0
meandifference,EIF5,ARPC4,0.1038578862851191,0.0
meandifference,EIF5,ATP6V0B,0.1259648827123916,0.0
meandifference,EIF5,BANF1,0.1291384838889509,0.0
meandifference,EIF5,BDP1,0.1167389380443743,0.0
meandifference,EIF5,BOP1,0.12721347937088773,0.0
meandifference,EIF5,BRK1,0.14311687502639292,0.0
meandifference,EIF5,BUB1,0.0976145756576502,0.0
meandifference,EIF5,BUB3,0.09320417399218335,0.0
